OrderID,OrderStatus,TotalPrice,OrderTime,UserID,SpecialInstructions,CancellationReason
343,Cancelled,491.92,2024-11-27 09:37:05.444425,115,Extra spicy,Customer request
344,Pending,137.75,2024-12-05 13:37:05.444431,115,"No onions, please",N/A
345,Pending,164.98,2024-11-02 19:37:05.444437,115,No special instructions,N/A
346,Completed,437.31,2024-11-19 00:37:05.444442,116,No special instructions,Restaurant issue
347,Pending,387.01,2024-11-24 23:37:05.444448,116,Extra spicy,Customer request
348,Completed,137.09,2024-11-12 10:37:05.444454,116,Separate packaging,Restaurant issue
349,Completed,252.32,2024-12-14 10:37:05.444460,117,"No onions, please",Customer request
350,Pending,366.53,2024-12-18 07:37:05.444466,117,Extra spicy,N/A
351,Completed,254.18,2024-12-09 20:37:05.444471,117,No special instructions,N/A
352,Completed,339.19,2024-12-26 23:37:05.444478,118,No special instructions,Customer request
353,Cancelled,437.82,2024-11-18 03:37:05.444484,118,"No onions, please",N/A
354,Cancelled,110.69,2024-12-25 08:37:05.444491,118,"No onions, please",N/A
355,Pending,296.67,2025-01-01 01:37:05.444496,119,Extra spicy,Restaurant issue
356,Cancelled,142.99,2024-11-17 09:37:05.444502,119,"No onions, please",N/A
357,Cancelled,264.75,2024-12-09 13:37:05.444507,119,Extra spicy,N/A
358,Completed,118.33,2024-12-11 13:37:05.444513,120,Extra spicy,N/A
359,Completed,284.55,2024-12-05 13:37:05.444518,120,Extra spicy,N/A
360,Pending,448.07,2024-12-10 19:37:05.444524,120,"No onions, please",Restaurant issue
361,Completed,431.29,2024-12-03 17:37:05.444530,121,"No onions, please",Customer request
362,Pending,146.87,2024-12-18 22:37:05.444535,121,Extra spicy,N/A
363,Pending,208.85,2024-12-20 04:37:05.444541,121,Separate packaging,Customer request
364,Completed,116.24,2024-11-09 01:37:05.444547,122,No special instructions,N/A
365,Cancelled,489.62,2024-12-08 00:37:05.444552,122,"No onions, please",Customer request
366,Completed,309.09,2024-12-13 07:37:05.444558,122,"No onions, please",N/A
367,Pending,451.83,2024-12-17 21:37:05.444563,123,Extra spicy,Customer request
368,Cancelled,292.5,2024-12-09 22:37:05.444569,123,Separate packaging,Customer request
369,Cancelled,316.37,2024-11-30 09:37:05.444575,123,Separate packaging,Customer request
370,Pending,491.66,2024-12-02 22:37:05.444581,124,Extra spicy,N/A
371,Pending,324.61,2024-11-23 15:37:05.444586,124,Extra spicy,N/A
372,Completed,435.27,2024-11-12 14:37:05.444592,124,"No onions, please",N/A
373,Cancelled,138.63,2024-12-14 15:37:05.444597,125,Extra spicy,Restaurant issue
374,Cancelled,267.93,2024-12-27 11:37:05.444603,125,Extra spicy,N/A
375,Completed,367.99,2024-12-17 21:37:05.444608,125,Extra spicy,Restaurant issue
376,Pending,315.98,2024-12-09 02:37:05.444614,126,"No onions, please",N/A
377,Completed,442.46,2024-12-27 16:37:05.444620,126,Separate packaging,Customer request
378,Completed,165.84,2024-12-23 12:37:05.444626,126,Extra spicy,N/A
379,Pending,212.99,2024-11-24 08:37:05.444631,127,Separate packaging,Customer request
380,Cancelled,129.12,2024-11-12 12:37:05.444637,127,"No onions, please",Restaurant issue
381,Completed,143.61,2024-11-11 14:37:05.444643,127,"No onions, please",N/A
382,Completed,246.34,2024-12-28 18:37:05.444649,128,Extra spicy,Restaurant issue
383,Pending,276.85,2024-11-27 16:37:05.444655,128,"No onions, please",N/A
384,Completed,492.45,2024-11-09 11:37:05.444662,128,"No onions, please",N/A
385,Completed,454.69,2024-11-06 00:37:05.444667,129,Separate packaging,Restaurant issue
386,Pending,336.67,2024-12-07 11:37:05.444673,129,Separate packaging,Customer request
387,Cancelled,477.5,2024-11-07 02:37:05.444679,129,No special instructions,N/A
388,Completed,256.21,2024-11-10 14:37:05.444684,130,Separate packaging,Customer request
389,Cancelled,301.92,2024-11-10 01:37:05.444690,130,"No onions, please",N/A
390,Pending,461.09,2024-11-15 09:37:05.444695,130,Extra spicy,N/A
391,Cancelled,122.12,2024-11-23 06:37:05.444701,131,Extra spicy,Customer request
392,Completed,344.86,2024-11-16 00:37:05.444707,131,Extra spicy,N/A
393,Completed,426.99,2024-11-05 00:37:05.444712,131,No special instructions,Restaurant issue
394,Pending,269.05,2024-12-22 12:37:05.444718,132,Extra spicy,Customer request
395,Cancelled,422.25,2024-11-21 11:37:05.444724,132,Separate packaging,Customer request
396,Pending,269.09,2024-11-10 04:37:05.444730,132,Extra spicy,Customer request
397,Cancelled,149.98,2024-11-02 13:37:05.444736,133,Extra spicy,Customer request
398,Cancelled,126.69,2024-12-19 15:37:05.444742,133,No special instructions,N/A
399,Completed,162.14,2024-11-11 15:37:05.444747,133,Separate packaging,N/A
400,Pending,392.05,2024-11-11 02:37:05.444753,134,"No onions, please",Restaurant issue
401,Completed,383.82,2024-12-03 00:37:05.444759,134,"No onions, please",Restaurant issue
402,Pending,134.52,2024-11-05 05:37:05.444766,134,No special instructions,N/A
403,Cancelled,343.13,2024-12-20 10:37:05.444772,135,Separate packaging,N/A
404,Pending,235.92,2024-12-13 17:37:05.444777,135,Separate packaging,Customer request
405,Cancelled,496.46,2024-11-07 10:37:05.444783,135,Separate packaging,Customer request
406,Pending,211.74,2024-12-21 20:37:05.444789,136,"No onions, please",N/A
407,Cancelled,211.03,2024-12-29 08:37:05.444795,136,No special instructions,Customer request
408,Cancelled,286.2,2024-12-08 11:37:05.444800,136,Separate packaging,N/A
409,Pending,316.3,2024-11-08 20:37:05.444806,137,"No onions, please",Customer request
410,Cancelled,431.86,2024-12-21 06:37:05.444812,137,No special instructions,Restaurant issue
411,Completed,291.86,2024-12-08 23:37:05.444817,137,No special instructions,N/A
412,Cancelled,176.14,2024-12-24 03:37:05.444823,138,Extra spicy,N/A
413,Cancelled,385.47,2024-11-03 22:37:05.444829,138,"No onions, please",N/A
414,Completed,351.62,2024-11-19 11:37:05.444834,138,Extra spicy,N/A
415,Cancelled,487.16,2024-11-09 01:37:05.444839,139,"No onions, please",N/A
416,Completed,348.66,2024-12-27 08:37:05.444845,139,Extra spicy,N/A
417,Completed,340.79,2024-12-25 13:37:05.444851,139,Separate packaging,Restaurant issue
418,Pending,345.04,2024-12-21 10:37:05.444856,140,Extra spicy,N/A
419,Completed,246.84,2024-12-06 12:37:05.444862,140,Separate packaging,Customer request
420,Completed,417.55,2024-12-12 06:37:05.444868,140,Separate packaging,Restaurant issue
421,Completed,485.11,2024-11-18 23:37:05.444874,141,No special instructions,Customer request
422,Completed,398.45,2024-11-27 13:37:05.444884,141,"No onions, please",Customer request
423,Completed,179.55,2024-12-12 07:37:05.444895,141,No special instructions,Customer request
424,Cancelled,333.06,2024-12-05 09:37:05.444903,142,Extra spicy,Customer request
425,Pending,123.41,2024-11-26 02:37:05.444909,142,No special instructions,Customer request
426,Cancelled,404.06,2024-12-08 12:37:05.444914,142,Extra spicy,Restaurant issue
427,Pending,123.73,2024-11-22 05:37:05.444923,143,No special instructions,Customer request
428,Cancelled,293.84,2024-12-02 03:37:05.444934,143,No special instructions,N/A
429,Pending,495.95,2024-11-05 07:37:05.444941,143,No special instructions,Customer request
430,Pending,365.52,2024-12-09 16:37:05.444947,144,"No onions, please",N/A
431,Completed,166.11,2024-12-07 11:37:05.444953,144,No special instructions,Restaurant issue
432,Completed,438.63,2024-12-28 21:37:05.444959,144,Separate packaging,Restaurant issue
433,Completed,189.38,2024-12-21 10:37:05.444965,145,Separate packaging,N/A
434,Cancelled,126.93,2024-12-21 18:37:05.444970,145,Separate packaging,Restaurant issue
435,Cancelled,103.25,2024-12-06 13:37:05.444976,145,Separate packaging,N/A
436,Cancelled,341.88,2024-11-21 18:37:05.444982,146,No special instructions,N/A
437,Completed,473.29,2024-12-01 06:37:05.444987,146,Separate packaging,N/A
438,Cancelled,310.24,2024-12-11 22:37:05.444992,146,Extra spicy,Customer request
439,Completed,356.43,2024-12-23 02:37:05.444999,147,"No onions, please",N/A
440,Completed,405.36,2024-12-04 00:37:05.445005,147,No special instructions,N/A
441,Cancelled,398.64,2024-12-16 04:37:05.445010,147,Extra spicy,Customer request
442,Completed,264.98,2024-11-02 05:37:05.445016,148,Separate packaging,N/A
443,Completed,361.63,2024-11-20 12:37:05.445022,148,"No onions, please",N/A
444,Pending,412.62,2024-11-10 10:37:05.445027,148,"No onions, please",N/A
445,Completed,449.83,2024-12-31 03:37:05.445033,149,Extra spicy,Customer request
446,Completed,348.82,2024-12-17 18:37:05.445038,149,Separate packaging,N/A
447,Cancelled,270.19,2024-11-21 19:37:05.445044,149,No special instructions,N/A
448,Cancelled,311.0,2024-12-19 16:37:05.445050,150,No special instructions,Customer request
449,Pending,195.04,2024-12-24 22:37:05.445056,150,Extra spicy,N/A
450,Pending,123.67,2024-12-29 10:37:05.445062,150,Separate packaging,N/A
451,Cancelled,448.02,2024-11-23 18:37:05.445068,151,No special instructions,N/A
452,Completed,430.66,2024-11-07 09:37:05.445073,151,Separate packaging,N/A
453,Pending,237.29,2024-12-05 13:37:05.445078,151,Separate packaging,Restaurant issue
454,Pending,391.34,2024-11-30 07:37:05.445084,152,Separate packaging,N/A
455,Completed,250.44,2024-11-16 07:37:05.445090,152,"No onions, please",N/A
456,Pending,260.32,2024-11-23 06:37:05.445095,152,No special instructions,N/A
457,Completed,278.4,2024-12-07 23:37:05.445101,153,Separate packaging,N/A
458,Cancelled,240.98,2024-11-04 15:37:05.445107,153,"No onions, please",Restaurant issue
459,Completed,321.53,2024-12-03 22:37:05.445113,153,No special instructions,N/A
460,Pending,242.88,2024-11-28 19:37:05.445118,154,Separate packaging,Restaurant issue
461,Cancelled,230.4,2024-12-09 15:37:05.445124,154,No special instructions,Restaurant issue
462,Cancelled,319.48,2024-12-30 16:37:05.445130,154,Separate packaging,N/A
463,Cancelled,459.33,2024-11-08 15:37:05.445135,155,"No onions, please",Restaurant issue
464,Completed,127.57,2024-11-12 12:37:05.445141,155,Separate packaging,Restaurant issue
465,Completed,170.93,2024-11-27 13:37:05.445148,155,Separate packaging,Restaurant issue
466,Pending,474.53,2024-12-21 15:37:05.445164,156,No special instructions,N/A
467,Pending,446.35,2024-11-11 19:37:05.445170,156,Separate packaging,N/A
468,Pending,126.05,2024-12-16 10:37:05.445175,156,Separate packaging,Restaurant issue
469,Cancelled,378.78,2024-11-13 12:37:05.445181,157,No special instructions,N/A
470,Completed,454.31,2024-11-20 10:37:05.445187,157,No special instructions,Restaurant issue
471,Cancelled,359.0,2024-12-09 15:37:05.445193,157,Extra spicy,Restaurant issue
472,Completed,485.69,2024-11-19 16:37:05.445199,158,No special instructions,Customer request
473,Cancelled,140.53,2024-12-21 19:37:05.445205,158,Extra spicy,Restaurant issue
474,Cancelled,492.62,2024-11-14 11:37:05.445211,158,Separate packaging,Restaurant issue
475,Completed,225.67,2024-12-15 04:37:05.445217,159,Separate packaging,Restaurant issue
476,Cancelled,295.16,2024-11-30 00:37:05.445223,159,Extra spicy,Customer request
477,Cancelled,414.79,2024-12-16 11:37:05.445229,159,No special instructions,N/A
478,Cancelled,163.16,2024-12-19 06:37:05.445235,160,Separate packaging,Customer request
479,Cancelled,424.82,2024-11-04 17:37:05.445241,160,Separate packaging,Restaurant issue
480,Cancelled,111.38,2024-12-04 02:37:05.445247,160,Separate packaging,N/A
481,Pending,139.44,2024-11-29 23:37:05.445257,161,No special instructions,Customer request
482,Pending,387.27,2024-11-24 20:37:05.445268,161,Extra spicy,Customer request
483,Completed,386.54,2024-11-15 15:37:05.445279,161,No special instructions,Customer request
484,Completed,433.3,2024-11-06 02:37:05.445285,162,"No onions, please",Customer request
485,Pending,369.27,2024-11-28 12:37:05.445293,162,Extra spicy,N/A
486,Cancelled,147.87,2024-11-11 03:37:05.445298,162,Extra spicy,Restaurant issue
487,Cancelled,205.32,2024-11-14 06:37:05.445305,163,No special instructions,Restaurant issue
488,Cancelled,348.56,2024-11-28 13:37:05.445311,163,Separate packaging,Customer request
489,Completed,260.72,2024-11-03 20:37:05.445316,163,No special instructions,Restaurant issue
490,Cancelled,237.79,2024-12-01 11:37:05.445322,164,Separate packaging,Customer request
491,Cancelled,172.48,2024-11-26 14:37:05.445328,164,No special instructions,Restaurant issue
492,Cancelled,471.59,2024-12-20 17:37:05.445334,164,Extra spicy,Restaurant issue
493,Pending,293.49,2024-12-24 14:37:05.445340,165,Extra spicy,N/A
494,Completed,120.76,2024-12-05 14:37:05.445347,165,No special instructions,Restaurant issue
495,Cancelled,150.62,2024-11-11 16:37:05.445353,165,No special instructions,Restaurant issue
496,Pending,132.33,2024-11-23 17:37:05.445358,166,Extra spicy,N/A
497,Cancelled,349.52,2024-11-08 11:37:05.445364,166,No special instructions,Restaurant issue
498,Pending,368.58,2024-12-20 13:37:05.445370,166,Extra spicy,Customer request
499,Completed,279.07,2024-11-21 14:37:05.445376,167,Extra spicy,N/A
500,Completed,284.68,2024-12-05 13:37:05.445381,167,"No onions, please",N/A
501,Cancelled,436.6,2024-12-07 20:37:05.445386,167,Separate packaging,N/A
502,Cancelled,139.48,2024-11-24 18:37:05.445392,168,No special instructions,N/A
503,Cancelled,340.72,2024-11-11 17:37:05.445397,168,Separate packaging,Restaurant issue
504,Cancelled,384.36,2024-12-02 18:37:05.445404,168,Extra spicy,Restaurant issue
505,Completed,261.44,2025-01-01 12:37:05.445409,169,Extra spicy,N/A
506,Completed,206.12,2024-12-07 02:37:05.445415,169,No special instructions,Restaurant issue
507,Cancelled,215.36,2024-11-02 18:37:05.445421,169,Separate packaging,Customer request
508,Cancelled,179.45,2024-11-28 09:37:05.445427,170,Extra spicy,N/A
509,Cancelled,476.31,2024-12-28 06:37:05.445432,170,Separate packaging,N/A
510,Cancelled,100.95,2024-12-23 00:37:05.445438,170,Extra spicy,Restaurant issue
511,Completed,470.04,2024-11-18 01:37:05.445444,171,"No onions, please",Restaurant issue
512,Cancelled,229.07,2024-12-13 09:37:05.445452,171,Separate packaging,N/A
513,Completed,383.66,2024-11-07 21:37:05.445462,171,No special instructions,Restaurant issue
514,Cancelled,101.84,2024-11-10 21:37:05.445472,172,"No onions, please",N/A
515,Cancelled,103.76,2024-12-07 15:37:05.445482,172,Separate packaging,N/A
516,Completed,298.86,2024-12-31 13:37:05.445488,172,Extra spicy,N/A
517,Cancelled,378.11,2024-11-09 04:37:05.445494,173,Extra spicy,Customer request
518,Pending,379.11,2024-12-17 01:37:05.445500,173,"No onions, please",N/A
519,Cancelled,191.56,2024-12-25 05:37:05.445505,173,"No onions, please",Customer request
520,Cancelled,385.5,2024-12-07 15:37:05.445511,174,Separate packaging,N/A
521,Pending,213.94,2024-11-09 08:37:05.445516,174,No special instructions,N/A
522,Pending,458.61,2024-11-21 09:37:05.445522,174,"No onions, please",Customer request
523,Cancelled,136.5,2024-11-26 04:37:05.445529,175,Separate packaging,N/A
524,Cancelled,370.69,2024-11-09 19:37:05.445534,175,"No onions, please",Restaurant issue
525,Completed,272.13,2024-11-05 09:37:05.445544,175,Separate packaging,Customer request
526,Pending,479.95,2024-11-27 10:37:05.445573,176,Separate packaging,N/A
527,Completed,477.16,2024-11-13 13:37:05.445583,176,Separate packaging,Restaurant issue
528,Completed,252.83,2024-12-11 03:37:05.445592,176,"No onions, please",Customer request
529,Cancelled,177.21,2024-11-30 18:37:05.445603,177,Extra spicy,N/A
530,Pending,470.17,2024-12-16 04:37:05.445613,177,Separate packaging,Restaurant issue
531,Completed,457.73,2024-11-21 19:37:05.445622,177,"No onions, please",N/A
532,Completed,124.37,2024-12-13 14:37:05.445632,178,"No onions, please",Restaurant issue
533,Pending,261.04,2024-11-20 16:37:05.445641,178,No special instructions,Customer request
534,Cancelled,403.12,2024-12-07 15:37:05.445652,178,"No onions, please",N/A
535,Pending,359.7,2024-12-21 10:37:05.445658,179,No special instructions,Customer request
536,Pending,434.74,2024-12-07 10:37:05.445665,179,Extra spicy,N/A
537,Pending,275.88,2024-11-03 19:37:05.445670,179,"No onions, please",N/A
538,Cancelled,430.58,2024-11-14 12:37:05.445676,180,Extra spicy,Restaurant issue
539,Pending,305.31,2024-11-27 18:37:05.445682,180,No special instructions,N/A
540,Pending,274.87,2024-12-09 05:37:05.445688,180,Extra spicy,N/A
541,Cancelled,270.17,2024-12-23 17:37:05.445694,181,"No onions, please",N/A
542,Cancelled,318.72,2024-12-23 19:37:05.445699,181,No special instructions,Customer request
543,Pending,169.3,2024-12-24 03:37:05.445705,181,Extra spicy,N/A
544,Cancelled,135.58,2024-12-18 21:37:05.445712,182,Extra spicy,Restaurant issue
545,Cancelled,246.46,2024-12-19 16:37:05.445717,182,Extra spicy,Customer request
546,Cancelled,424.75,2024-12-19 12:37:05.445723,182,Separate packaging,N/A
547,Pending,421.32,2024-12-01 02:37:05.445729,183,Separate packaging,Restaurant issue
548,Cancelled,310.28,2024-12-10 06:37:05.445736,183,Extra spicy,N/A
549,Cancelled,396.31,2024-12-16 14:37:05.445741,183,"No onions, please",Restaurant issue
550,Pending,303.71,2024-12-13 20:37:05.445747,184,"No onions, please",Customer request
551,Pending,353.13,2024-11-30 16:37:05.445753,184,Extra spicy,Restaurant issue
552,Pending,405.02,2024-12-20 05:37:05.445759,184,Extra spicy,N/A
553,Pending,381.23,2024-12-05 04:37:05.445765,185,"No onions, please",N/A
554,Pending,189.2,2024-11-15 04:37:05.445772,185,No special instructions,N/A
555,Pending,425.68,2024-11-17 07:37:05.445777,185,Extra spicy,N/A
556,Pending,249.81,2024-11-26 14:37:05.445782,186,No special instructions,N/A
557,Pending,341.86,2024-11-14 16:37:05.445788,186,Extra spicy,N/A
558,Cancelled,473.12,2024-12-16 12:37:05.445793,186,No special instructions,N/A
559,Cancelled,395.57,2024-11-04 14:37:05.445798,187,Separate packaging,N/A
560,Pending,215.46,2024-12-08 13:37:05.445803,187,Separate packaging,Restaurant issue
561,Pending,316.49,2024-12-14 14:37:05.445809,187,Separate packaging,N/A
562,Pending,181.69,2024-11-21 10:37:05.445815,188,Separate packaging,N/A
563,Pending,468.81,2024-11-12 00:37:05.445820,188,"No onions, please",N/A
564,Cancelled,339.83,2024-12-23 21:37:05.445825,188,No special instructions,N/A
565,Pending,254.46,2024-11-24 09:37:05.445831,189,Separate packaging,N/A
566,Completed,180.47,2024-11-26 20:37:05.445836,189,"No onions, please",Customer request
567,Completed,224.8,2024-11-10 04:37:05.445843,189,Extra spicy,N/A
568,Cancelled,493.36,2024-11-14 02:37:05.445848,190,Separate packaging,N/A
569,Completed,121.69,2024-12-29 23:37:05.445853,190,Extra spicy,Customer request
570,Pending,143.77,2024-12-29 22:37:05.445859,190,Separate packaging,Restaurant issue
571,Pending,177.37,2024-11-28 08:37:05.445865,191,"No onions, please",Customer request
572,Cancelled,160.87,2024-12-15 20:37:05.445872,191,No special instructions,Customer request
573,Completed,371.1,2024-11-22 11:37:05.445877,191,"No onions, please",Restaurant issue
574,Cancelled,240.56,2024-12-04 01:37:05.445883,192,Separate packaging,N/A
575,Pending,295.19,2024-12-02 18:37:05.445889,192,"No onions, please",N/A
576,Cancelled,105.21,2024-12-20 07:37:05.445895,192,Extra spicy,N/A
577,Completed,218.09,2024-11-24 13:37:05.445901,193,"No onions, please",Customer request
578,Cancelled,484.54,2024-11-30 11:37:05.445907,193,"No onions, please",N/A
579,Pending,396.97,2024-11-03 10:37:05.445913,193,No special instructions,N/A
580,Cancelled,467.52,2024-12-01 07:37:05.445919,194,Separate packaging,Restaurant issue
581,Pending,330.05,2024-12-10 04:37:05.445924,194,Separate packaging,Customer request
582,Cancelled,158.92,2024-12-30 15:37:05.445930,194,No special instructions,Restaurant issue
583,Completed,169.85,2024-11-10 13:37:05.445936,195,"No onions, please",N/A
584,Pending,148.92,2024-11-06 20:37:05.445941,195,Separate packaging,N/A
585,Pending,161.21,2024-12-24 05:37:05.445947,195,Separate packaging,Restaurant issue
586,Pending,430.34,2024-12-13 03:37:05.445954,196,Separate packaging,N/A
587,Completed,342.54,2024-12-15 07:37:05.445963,196,No special instructions,N/A
588,Pending,294.89,2024-11-02 03:37:05.445973,196,"No onions, please",N/A
589,Cancelled,134.22,2024-12-26 13:37:05.445979,197,No special instructions,Restaurant issue
590,Completed,112.92,2024-12-22 19:37:05.445985,197,Separate packaging,Customer request
591,Completed,224.02,2024-11-30 10:37:05.445991,197,Separate packaging,Customer request
592,Cancelled,114.68,2024-11-11 13:37:05.445999,198,No special instructions,Restaurant issue
593,Cancelled,264.8,2024-11-10 12:37:05.446009,198,"No onions, please",Restaurant issue
594,Pending,283.68,2024-12-01 19:37:05.446018,198,"No onions, please",Restaurant issue
595,Cancelled,364.28,2024-11-12 03:37:05.446024,199,"No onions, please",Customer request
596,Cancelled,267.85,2024-12-05 03:37:05.446030,199,No special instructions,Restaurant issue
597,Pending,176.72,2024-11-29 06:37:05.446036,199,"No onions, please",N/A
598,Cancelled,108.52,2024-12-09 09:37:05.446041,200,Separate packaging,Restaurant issue
599,Pending,232.18,2024-11-01 23:37:05.446048,200,No special instructions,Restaurant issue
600,Pending,184.82,2024-12-19 19:37:05.446053,200,No special instructions,N/A
601,Completed,414.94,2024-12-17 20:37:05.446059,201,No special instructions,N/A
602,Completed,405.57,2024-12-19 12:37:05.446064,201,Extra spicy,Restaurant issue
603,Cancelled,437.38,2024-11-06 23:37:05.446070,201,"No onions, please",N/A
604,Completed,255.0,2024-12-01 17:37:05.446075,202,No special instructions,Restaurant issue
605,Completed,162.55,2024-12-29 23:37:05.446081,202,No special instructions,Restaurant issue
606,Cancelled,330.83,2024-12-21 15:37:05.446086,202,Separate packaging,N/A
607,Cancelled,402.88,2024-12-01 10:37:05.446092,203,Separate packaging,Restaurant issue
608,Cancelled,461.85,2024-11-09 23:37:05.446099,203,Extra spicy,Restaurant issue
609,Completed,114.04,2024-11-17 01:37:05.446104,203,No special instructions,Customer request
610,Cancelled,153.85,2024-12-26 06:37:05.446110,204,Separate packaging,N/A
611,Pending,204.77,2024-11-09 17:37:05.446116,204,Separate packaging,N/A
612,Cancelled,301.56,2024-12-12 13:37:05.446121,204,Extra spicy,Restaurant issue
613,Pending,285.44,2024-12-29 08:37:05.446128,205,Extra spicy,Customer request
614,Cancelled,434.68,2024-11-12 09:37:05.446135,205,Separate packaging,N/A
615,Pending,336.93,2024-12-27 23:37:05.446141,205,Separate packaging,Restaurant issue
616,Pending,199.06,2024-12-31 08:37:05.446147,206,"No onions, please",Customer request
617,Cancelled,440.29,2024-11-29 05:37:05.446152,206,Separate packaging,N/A
618,Pending,224.58,2024-12-23 21:37:05.446158,206,Separate packaging,N/A
619,Cancelled,290.86,2024-11-10 14:37:05.446163,207,Separate packaging,N/A
620,Cancelled,210.39,2024-11-17 22:37:05.446169,207,Separate packaging,Restaurant issue
621,Completed,348.99,2024-12-05 08:37:05.446175,207,No special instructions,N/A
622,Cancelled,278.12,2024-12-23 17:37:05.446180,208,No special instructions,Customer request
623,Pending,182.21,2024-12-30 07:37:05.446186,208,Separate packaging,N/A
624,Completed,363.99,2024-11-24 10:37:05.446192,208,Extra spicy,Customer request
625,Cancelled,412.73,2024-11-29 02:37:05.446198,209,"No onions, please",Restaurant issue
626,Completed,490.96,2024-12-22 12:37:05.446204,209,Separate packaging,N/A
627,Cancelled,499.46,2024-12-10 19:37:05.446209,209,Separate packaging,N/A
628,Cancelled,201.2,2024-12-29 20:37:05.446214,210,"No onions, please",N/A
629,Pending,264.74,2024-11-26 23:37:05.446220,210,Separate packaging,N/A
630,Completed,243.48,2024-11-27 02:37:05.446225,210,Separate packaging,Customer request
631,Completed,278.74,2024-12-24 07:37:05.446231,211,Extra spicy,Customer request
632,Completed,118.26,2024-12-19 02:37:05.446237,211,Separate packaging,Restaurant issue
633,Cancelled,250.33,2024-12-21 23:37:05.446242,211,"No onions, please",N/A
634,Cancelled,241.47,2024-12-06 21:37:05.446248,212,No special instructions,Restaurant issue
635,Completed,389.07,2024-11-14 18:37:05.446254,212,Extra spicy,N/A
636,Pending,410.7,2024-11-03 21:37:05.446259,212,"No onions, please",Restaurant issue
637,Pending,172.24,2024-12-18 14:37:05.446265,213,Separate packaging,Restaurant issue
638,Completed,498.16,2024-12-25 22:37:05.446271,213,No special instructions,N/A
639,Completed,404.11,2024-12-09 10:37:05.446277,213,"No onions, please",N/A
640,Cancelled,231.83,2024-12-17 08:37:05.446283,214,No special instructions,N/A
641,Pending,361.63,2024-11-18 20:37:05.446288,214,"No onions, please",Customer request
642,Completed,466.91,2024-12-22 22:37:05.446294,214,Separate packaging,Customer request
643,Pending,400.81,2024-11-18 17:37:05.446300,215,"No onions, please",N/A
644,Cancelled,138.7,2024-12-07 20:37:05.446306,215,Extra spicy,N/A
645,Pending,431.14,2024-11-08 00:37:05.446311,215,"No onions, please",N/A
646,Completed,469.11,2024-11-03 19:37:05.446316,216,"No onions, please",Restaurant issue
647,Completed,435.83,2024-12-23 15:37:05.446324,216,Separate packaging,N/A
648,Pending,263.14,2024-12-14 22:37:05.446333,216,No special instructions,N/A
649,Pending,376.57,2024-12-13 11:37:05.446342,217,"No onions, please",N/A
650,Cancelled,421.9,2024-11-27 19:37:05.446352,217,Extra spicy,N/A
651,Pending,303.24,2024-12-08 13:37:05.446359,217,"No onions, please",N/A
652,Cancelled,365.31,2024-11-13 05:37:05.446364,218,No special instructions,Customer request
653,Completed,372.16,2024-11-22 16:37:05.446370,218,Extra spicy,N/A
654,Completed,355.18,2024-12-31 10:37:05.446376,218,"No onions, please",N/A
655,Pending,497.4,2024-12-01 19:37:05.446381,219,Separate packaging,N/A
656,Pending,497.51,2024-12-31 02:37:05.446387,219,Separate packaging,Customer request
657,Pending,198.66,2024-12-11 03:37:05.446392,219,Separate packaging,Restaurant issue
658,Cancelled,146.59,2024-11-09 13:37:05.446398,220,No special instructions,N/A
659,Completed,468.06,2024-11-05 17:37:05.446404,220,"No onions, please",N/A
660,Pending,132.26,2024-11-30 02:37:05.446409,220,Separate packaging,N/A
661,Cancelled,356.66,2024-12-07 13:37:05.446415,221,No special instructions,Restaurant issue
662,Completed,232.82,2024-12-25 20:37:05.446421,221,"No onions, please",Restaurant issue
663,Completed,236.16,2024-12-12 19:37:05.446426,221,No special instructions,N/A
664,Cancelled,245.62,2024-11-30 07:37:05.446432,222,"No onions, please",N/A
665,Cancelled,131.44,2024-12-23 00:37:05.446438,222,Extra spicy,Customer request
666,Completed,430.13,2024-12-04 15:37:05.446443,222,Extra spicy,Restaurant issue
667,Pending,470.45,2024-11-06 14:37:05.446449,223,"No onions, please",Customer request
668,Cancelled,180.54,2024-12-26 12:37:05.446455,223,Extra spicy,Restaurant issue
669,Completed,168.86,2024-11-10 22:37:05.446461,223,Separate packaging,N/A
670,Cancelled,222.11,2024-12-27 10:37:05.446466,224,No special instructions,N/A
671,Cancelled,456.02,2024-12-09 22:37:05.446472,224,Extra spicy,Customer request
672,Completed,293.97,2024-11-06 15:37:05.446479,224,Extra spicy,Restaurant issue
673,Pending,329.99,2024-12-05 02:37:05.446485,225,Extra spicy,N/A
674,Completed,326.02,2024-12-11 05:37:05.446491,225,Separate packaging,Customer request
675,Completed,405.94,2024-11-17 17:37:05.446497,225,Extra spicy,Restaurant issue
676,Completed,163.0,2024-11-26 21:37:05.446503,226,Extra spicy,N/A
677,Completed,321.44,2024-11-07 19:37:05.446510,226,No special instructions,N/A
678,Pending,356.38,2024-12-24 10:37:05.446515,226,No special instructions,N/A
679,Completed,367.54,2024-11-17 03:37:05.446520,227,Separate packaging,N/A
680,Pending,367.91,2024-12-27 08:37:05.446526,227,Extra spicy,Restaurant issue
681,Pending,247.69,2024-11-30 15:37:05.446536,227,No special instructions,N/A
682,Pending,177.41,2024-12-18 15:37:05.446545,228,Extra spicy,Restaurant issue
683,Pending,292.61,2024-11-30 08:37:05.446556,228,"No onions, please",Customer request
